track_id,styles,category_styles
855,Drama,Drama
856,Comedy,Comedy
857,Drama,Drama
858,Action|Crime|Drama,Action|Crime|Drama
859,Documentary,Documentary
860,Comedy,Comedy
861,Action|Thriller,Action|Thriller
862,Drama,Drama
863,Comedy,Comedy
864,Comedy|Drama,Comedy|Drama
865,Drama,Drama
866,Crime|Drama|Romance|Thriller,Crime|Drama|Romance|Thriller
867,Comedy|Crime,Comedy|Crime
868,Comedy,Comedy
869,Crime,Crime
870,Comedy,Comedy
871,Comedy,Comedy
872,Drama,Drama
873,Drama,Drama
874,Crime|Drama,Crime|Drama
875,Drama,Drama
876,Action,Action
877,Drama,Drama
878,Drama,Drama
879,Horror,Horror
880,Sci-Fi|Thriller,Sci-Fi|Thriller
881,Children's|Comedy,Children's|Comedy
882,Drama|Thriller,Drama|Thriller
884,Drama,Drama
885,Children's|Drama|Fantasy,Children's|Drama|Fantasy
886,Action,Action
887,Drama,Drama
888,Animation|Children's,Animation|Children's
889,Romance,Romance
890,Thriller,Thriller
891,Horror|Thriller,Horror|Thriller
892,Comedy|Drama|Romance,Comedy|Drama|Romance
893,Drama,Drama
894,Romance,Romance
895,Drama,Drama
896,Drama,Drama
897,Adventure|War,Adventure|War
898,Comedy|Romance,Comedy|Romance
899,Musical|Romance,Musical|Romance
900,Musical|Romance,Musical|Romance
901,Comedy|Musical,Comedy|Musical
902,Drama|Romance,Drama|Romance
903,Mystery|Thriller,Mystery|Thriller
904,Mystery|Thriller,Mystery|Thriller
905,Comedy,Comedy
906,Mystery|Thriller,Mystery|Thriller
907,Comedy|Musical|Romance,Comedy|Musical|Romance
908,Drama|Thriller,Drama|Thriller
909,Comedy|Drama,Comedy|Drama
910,Comedy|Crime,Comedy|Crime
911,Comedy|Mystery|Romance|Thriller,Comedy|Mystery|Romance|Thriller
912,Drama|Romance|War,Drama|Romance|War
913,Film-Noir|Mystery,Film-Noir|Mystery
914,Musical|Romance,Musical|Romance
915,Comedy|Romance,Comedy|Romance
916,Comedy|Romance,Comedy|Romance
917,Children's|Drama,Children's|Drama
918,Musical,Musical
919,Adventure|Children's|Drama|Musical,Adventure|Children's|Drama|Musical
920,Drama|Romance|War,Drama|Romance|War
921,Comedy,Comedy
922,Film-Noir,Film-Noir
923,Drama,Drama
924,Drama|Mystery|Sci-Fi|Thriller,Drama|Mystery|Sci-Fi|Thriller
925,Adventure|Romance,Adventure|Romance
926,Drama,Drama
927,Comedy,Comedy
928,Romance|Thriller,Romance|Thriller
929,Thriller,Thriller
930,Film-Noir|Romance|Thriller,Film-Noir|Romance|Thriller
931,Mystery|Romance|Thriller,Mystery|Romance|Thriller
932,Romance,Romance
933,Comedy|Romance|Thriller,Comedy|Romance|Thriller
934,Comedy,Comedy
935,Comedy|Musical,Comedy|Musical
936,Comedy|Romance,Comedy|Romance
937,Comedy|Romance,Comedy|Romance
938,Musical,Musical
939,Comedy|Drama,Comedy|Drama
940,Action|Adventure,Action|Adventure
941,Adventure,Adventure
942,Crime|Film-Noir|Mystery,Crime|Film-Noir|Mystery
943,Drama|Romance,Drama|Romance
944,Drama,Drama
945,Comedy|Musical|Romance,Comedy|Musical|Romance
946,Comedy|Drama|War,Comedy|Drama|War
947,Comedy,Comedy
948,Drama,Drama
949,Drama,Drama
950,Mystery,Mystery
951,Comedy,Comedy
952,Adventure|Comedy,Adventure|Comedy
953,Drama,Drama
954,Drama,Drama
955,Comedy,Comedy
956,Drama|Romance,Drama|Romance
957,Drama,Drama
958,Comedy|Mystery,Comedy|Mystery
959,Drama,Drama
960,Crime|Drama,Crime|Drama
961,Drama,Drama
962,Crime|Drama,Crime|Drama
963,Musical,Musical
964,Western,Western
965,Thriller,Thriller
966,Drama,Drama
967,Western,Western
968,Horror|Sci-Fi,Horror|Sci-Fi
969,Action|Adventure|Romance|War,Action|Adventure|Romance|War
970,Comedy|Drama,Comedy|Drama
971,Drama,Drama
972,Drama,Drama
973,Drama,Drama
974,Drama|Romance,Drama|Romance
975,Comedy|Musical,Comedy|Musical
976,Romance|War,Romance|War
977,Mystery,Mystery
978,Drama,Drama
979,Drama|War,Drama|War
980,Action,Action
981,Drama,Drama
982,Drama,Drama
983,Romance,Romance
984,Comedy|Drama,Comedy|Drama
985,Documentary,Documentary
986,Adventure|Children's,Adventure|Children's
987,Drama|Romance,Drama|Romance
988,Comedy|Drama,Comedy|Drama
989,Drama,Drama
990,Action|Adventure|Thriller,Action|Adventure|Thriller
991,Drama|War,Drama|War
992,Thriller,Thriller
993,Drama,Drama
994,Drama,Drama
996,Action|Drama|Western,Action|Drama|Western
997,Drama|Thriller,Drama|Thriller
998,Action|Crime,Action|Crime
999,Crime,Crime
1000,Crime,Crime
1001,Comedy,Comedy
1002,Comedy,Comedy
1003,Drama|Thriller,Drama|Thriller
1004,Action|Thriller,Action|Thriller
1005,Children's|Comedy,Children's|Comedy
1006,Drama,Drama
1007,Children's|Comedy|Western,Children's|Comedy|Western
1008,Western,Western
1009,Adventure|Children's|Fantasy,Adventure|Children's|Fantasy
1010,Children's|Comedy,Children's|Comedy
1011,Adventure|Children's|Comedy,Adventure|Children's|Comedy
1012,Children's|Drama,Children's|Drama
1013,Children's|Drama,Children's|Drama
1014,Children's|Comedy|Drama,Children's|Comedy|Drama
1015,Adventure|Children's,Adventure|Children's
1016,Children's|Comedy,Children's|Comedy
1017,Adventure|Children's,Adventure|Children's
1018,Children's|Comedy|Mystery,Children's|Comedy|Mystery
1019,Adventure|Children's|Fantasy|Sci-Fi,Adventure|Children's|Fantasy|Sci-Fi
1020,Comedy,Comedy
1021,Children's|Comedy,Children's|Comedy
1022,Animation|Children's|Musical,Animation|Children's|Musical
1023,Animation|Children's,Animation|Children's
1024,Animation|Children's|Musical,Animation|Children's|Musical
1025,Animation|Children's,Animation|Children's
1026,Children's|Drama,Children's|Drama
1027,Drama,Drama
1028,Children's|Comedy|Musical,Children's|Comedy|Musical
1029,Animation|Children's|Musical,Animation|Children's|Musical
1030,Adventure|Animation|Children's|Musical,Adventure|Animation|Children's|Musical
1031,Adventure|Children's|Musical,Adventure|Children's|Musical
1032,Animation|Children's|Musical,Animation|Children's|Musical
1033,Animation|Children's,Animation|Children's
1034,Crime,Crime
1035,Musical,Musical
1036,Action|Thriller,Action|Thriller
1037,Action|Sci-Fi|Thriller,Action|Sci-Fi|Thriller
1038,Drama,Drama
1039,Documentary,Documentary
1040,Drama,Drama
1041,Drama,Drama
1042,Comedy,Comedy
1043,Drama|Romance,Drama|Romance
1044,Drama,Drama
1045,Comedy|Drama,Comedy|Drama
1046,Drama|Romance,Drama|Romance
1047,Action|Thriller,Action|Thriller
1049,Action|Adventure,Action|Adventure
1050,Documentary|Drama,Documentary|Drama
1051,Drama,Drama
1052,Drama,Drama
1053,Crime|Drama,Crime|Drama
1054,Drama,Drama
1055,Thriller,Thriller
1056,Drama,Drama
1057,Comedy|Musical|Romance,Comedy|Musical|Romance
1058,Drama,Drama
1059,Drama|Romance,Drama|Romance
1060,Comedy|Drama,Comedy|Drama
1061,Crime|Drama,Crime|Drama
1062,Drama,Drama
1063,Drama,Drama
1064,Animation|Children's|Comedy,Animation|Children's|Comedy
1065,Mystery,Mystery
1066,Comedy|Musical|Romance,Comedy|Musical|Romance
1067,Comedy|Musical|Romance,Comedy|Musical|Romance
1068,Crime|Film-Noir,Crime|Film-Noir
1069,Film-Noir|Thriller,Film-Noir|Thriller
1070,Adventure,Adventure
1071,Romance|War,Romance|War
1073,Adventure|Children's|Comedy|Fantasy,Adventure|Children's|Comedy|Fantasy
1075,Comedy,Comedy
1076,Thriller,Thriller
1077,Comedy|Sci-Fi,Comedy|Sci-Fi
1078,Comedy|War,Comedy|War
1079,Comedy,Comedy
1080,Comedy,Comedy
1081,Comedy|Musical,Comedy|Musical
1082,Drama,Drama
1083,Comedy|Musical,Comedy|Musical
1084,Crime|Drama,Crime|Drama
1085,Adventure|Drama,Adventure|Drama
1086,Mystery|Thriller,Mystery|Thriller
1087,Musical,Musical
1088,Musical|Romance,Musical|Romance
1089,Crime|Thriller,Crime|Thriller
1090,Drama|War,Drama|War
1091,Comedy,Comedy
1092,Mystery|Thriller,Mystery|Thriller
1093,Drama|Musical,Drama|Musical
1094,Drama|Romance|War,Drama|Romance|War
1095,Drama,Drama
1096,Drama,Drama
1097,Children's|Drama|Fantasy|Sci-Fi,Children's|Drama|Fantasy|Sci-Fi
1098,Comedy,Comedy
1099,Drama,Drama
1100,Action|Romance,Action|Romance
1101,Action|Romance,Action|Romance
1102,Action,Action
1103,Drama,Drama
1104,Drama,Drama
1105,Horror,Horror
1106,Documentary,Documentary
1107,Comedy,Comedy
1108,Documentary,Documentary
1109,Drama,Drama
1110,Action,Action
1111,Documentary,Documentary
1112,Action|Drama,Action|Drama
1113,Comedy,Comedy
1114,Drama,Drama
1115,Comedy|Drama,Comedy|Drama
1116,Drama,Drama
1117,Drama,Drama
1118,Adventure|Western,Adventure|Western
1119,Drama,Drama
1120,Drama,Drama
1121,Drama,Drama
1122,Documentary,Documentary
1123,Documentary,Documentary
1124,Drama,Drama
1125,Comedy,Comedy
1126,Comedy|Fantasy,Comedy|Fantasy
1127,Action|Adventure|Sci-Fi|Thriller,Action|Adventure|Sci-Fi|Thriller
1128,Horror,Horror
1129,Action|Adventure|Sci-Fi|Thriller,Action|Adventure|Sci-Fi|Thriller
1130,Horror,Horror
1131,Drama,Drama
1132,Drama,Drama
1133,Comedy|Drama,Comedy|Drama
1134,Action|Drama,Action|Drama
1135,Comedy,Comedy
1136,Comedy,Comedy
1137,Romance,Romance
1138,Documentary,Documentary
1139,Drama,Drama
1140,Drama,Drama
1141,Drama,Drama
1142,Drama,Drama
1143,Comedy,Comedy
1144,Documentary,Documentary
1145,Documentary,Documentary
1146,Comedy|Drama,Comedy|Drama
1147,Documentary,Documentary
1148,Animation|Comedy,Animation|Comedy
1149,Documentary|Drama,Documentary|Drama
1150,Drama,Drama
1151,Animation|Comedy|Thriller,Animation|Comedy|Thriller
1152,Crime|Film-Noir|Thriller,Crime|Film-Noir|Thriller
1153,Film-Noir,Film-Noir
1154,Film-Noir,Film-Noir
1155,Drama,Drama
1156,Drama,Drama
1157,Drama,Drama
1158,Comedy,Comedy
1159,Romance,Romance
1160,Comedy,Comedy
1161,Drama,Drama
1162,Comedy,Comedy
1163,Drama,Drama
1164,Drama,Drama
1165,Drama|Thriller,Drama|Thriller
1166,Comedy,Comedy
1167,Comedy,Comedy
1168,Horror,Horror
1169,Documentary,Documentary
1170,Action,Action
1171,Comedy,Comedy
1172,Comedy|Drama|Romance,Comedy|Drama|Romance
1173,Drama,Drama
1174,Comedy,Comedy
1175,Comedy|Sci-Fi,Comedy|Sci-Fi
1176,Drama,Drama
1177,Drama,Drama
1178,Drama|War,Drama|War
1179,Crime|Drama|Film-Noir,Crime|Drama|Film-Noir
1180,Comedy,Comedy
1181,Action,Action
1183,Drama|Romance|War,Drama|Romance|War
1184,Comedy|War,Comedy|War
1185,Drama,Drama
1186,Drama,Drama
1187,Drama,Drama
1188,Comedy|Romance,Comedy|Romance
1189,Documentary,Documentary
1190,Drama,Drama
1191,Documentary,Documentary
1192,Documentary,Documentary
1193,Drama,Drama
1194,Comedy,Comedy
1196,Action|Adventure|Drama|Sci-Fi|War,Action|Adventure|Drama|Sci-Fi|War
1197,Action|Adventure|Comedy|Romance,Action|Adventure|Comedy|Romance
1198,Action|Adventure,Action|Adventure
1199,Sci-Fi,Sci-Fi
1200,Action|Sci-Fi|Thriller|War,Action|Sci-Fi|Thriller|War
1201,Action|Western,Action|Western
1202,Comedy,Comedy
1203,Drama,Drama
1204,Adventure|War,Adventure|War
1205,Action|Animation|Children's|Sci-Fi|Thriller|War,Action|Animation|Children's|Sci-Fi|Thriller|War
1206,Sci-Fi,Sci-Fi
1207,Drama,Drama
1208,Drama|War,Drama|War
1209,Western,Western
1210,Action|Adventure|Romance|Sci-Fi|War,Action|Adventure|Romance|Sci-Fi|War
1211,Comedy|Drama|Romance,Comedy|Drama|Romance
1212,Mystery|Thriller,Mystery|Thriller
1213,Crime|Drama,Crime|Drama
1214,Action|Horror|Sci-Fi|Thriller,Action|Horror|Sci-Fi|Thriller
1215,Action|Adventure|Comedy|Horror|Sci-Fi,Action|Adventure|Comedy|Horror|Sci-Fi
1216,Adventure|Romance,Adventure|Romance
1217,Drama|War,Drama|War
1218,Action|Thriller,Action|Thriller
1219,Horror|Thriller,Horror|Thriller
1220,Action|Comedy|Musical,Action|Comedy|Musical
1221,Action|Crime|Drama,Action|Crime|Drama
1222,Action|Drama|War,Action|Drama|War
1223,Animation|Comedy,Animation|Comedy
1224,Drama|War,Drama|War
1225,Drama,Drama
1226,Comedy|Romance,Comedy|Romance
1227,Crime|Drama|Thriller,Crime|Drama|Thriller
1228,Drama,Drama
1230,Comedy|Romance,Comedy|Romance
1231,Drama,Drama
1232,Mystery|Sci-Fi,Mystery|Sci-Fi
1233,Action|Drama|War,Action|Drama|War
1234,Comedy|Crime,Comedy|Crime
1235,Comedy,Comedy
1236,Comedy|Drama,Comedy|Drama
1237,Drama,Drama
1238,Comedy,Comedy
1240,Action|Sci-Fi|Thriller,Action|Sci-Fi|Thriller
1241,Comedy|Horror,Comedy|Horror
1242,Action|Drama|War,Action|Drama|War
1243,Comedy|Drama,Comedy|Drama
1244,Comedy|Drama|Romance,Comedy|Drama|Romance
1245,Drama,Drama
1246,Drama,Drama
1247,Drama|Romance,Drama|Romance
1248,Crime|Film-Noir|Thriller,Crime|Film-Noir|Thriller
1249,Thriller,Thriller
1250,Drama|War,Drama|War
1251,Drama,Drama
1252,Film-Noir|Mystery|Thriller,Film-Noir|Mystery|Thriller
1253,Drama|Sci-Fi,Drama|Sci-Fi
1254,Adventure,Adventure
1255,Comedy|Horror,Comedy|Horror
1256,Comedy|War,Comedy|War
1257,Comedy,Comedy
1258,Horror,Horror
1259,Adventure|Comedy|Drama,Adventure|Comedy|Drama
1260,Crime|Film-Noir|Thriller,Crime|Film-Noir|Thriller
1261,Action|Adventure|Comedy|Horror,Action|Adventure|Comedy|Horror
1262,Adventure|War,Adventure|War
1263,Drama|War,Drama|War
1264,Action|Drama|Mystery|Romance|Thriller,Action|Drama|Mystery|Romance|Thriller
1265,Comedy|Romance,Comedy|Romance
1266,Western,Western
1267,Film-Noir|Thriller,Film-Noir|Thriller
1268,Drama,Drama
1269,Comedy|Mystery|Thriller,Comedy|Mystery|Thriller
1270,Comedy|Sci-Fi,Comedy|Sci-Fi
1271,Drama,Drama
1272,Drama|War,Drama|War
1273,Comedy|Drama,Comedy|Drama
1274,Adventure|Animation|Sci-Fi|Thriller,Adventure|Animation|Sci-Fi|Thriller
1275,Action|Adventure,Action|Adventure
1276,Comedy|Drama,Comedy|Drama
1277,Action|Drama|Romance,Action|Drama|Romance
1278,Comedy|Horror,Comedy|Horror
1279,Comedy|Drama,Comedy|Drama
1280,Drama,Drama
1281,Comedy,Comedy
1282,Animation|Children's|Musical,Animation|Children's|Musical
1283,Western,Western
1284,Film-Noir|Mystery,Film-Noir|Mystery
1285,Comedy,Comedy
1286,Drama|Romance,Drama|Romance
1287,Action|Adventure|Drama,Action|Adventure|Drama
1288,Comedy|Drama|Musical,Comedy|Drama|Musical
1289,Documentary|War,Documentary|War
1290,Drama|Romance,Drama|Romance
1291,Action|Adventure,Action|Adventure
1292,Comedy,Comedy
1293,Drama,Drama
1294,Comedy|War,Comedy|War
1295,Drama,Drama
1296,Drama|Romance,Drama|Romance
1297,Comedy,Comedy
1298,Drama|Musical|War,Drama|Musical|War
1299,Drama|War,Drama|War
1300,Drama,Drama
1301,Sci-Fi,Sci-Fi
1302,Drama,Drama
1303,Adventure,Adventure
1304,Action|Comedy|Western,Action|Comedy|Western
1305,Drama,Drama
1306,Drama|Sci-Fi,Drama|Sci-Fi
1307,Comedy|Romance,Comedy|Romance
1308,Comedy,Comedy
1309,Drama|Romance,Drama|Romance
1310,Documentary,Documentary
1311,Comedy,Comedy
1312,Drama,Drama
1313,Crime,Crime
1314,Romance,Romance
1315,Documentary,Documentary
1316,Drama,Drama
1317,Comedy,Comedy
1318,Comedy|Drama,Comedy|Drama
1319,Documentary,Documentary
1320,Action|Horror|Sci-Fi|Thriller,Action|Horror|Sci-Fi|Thriller
1321,Horror,Horror
1322,Horror,Horror
1323,Horror,Horror
1324,Horror,Horror
1325,Horror,Horror
1326,Horror,Horror
1327,Horror,Horror
1328,Horror,Horror
1329,Horror,Horror
1330,Comedy|Horror,Comedy|Horror
1331,Horror,Horror
1332,Horror|Thriller,Horror|Thriller
1333,Horror,Horror
1334,Horror|Sci-Fi,Horror|Sci-Fi
1335,Action|Horror,Action|Horror
1336,Horror,Horror
1337,Horror,Horror
1339,Horror|Romance,Horror|Romance
1340,Horror,Horror
1341,Horror,Horror
1342,Horror,Horror
1343,Thriller,Thriller
1344,Film-Noir|Thriller,Film-Noir|Thriller
1345,Horror,Horror
1346,Horror,Horror
1347,Horror,Horror
1348,Horror,Horror
1349,Horror,Horror
1350,Horror,Horror
1351,Drama,Drama
1352,Crime|Thriller,Crime|Thriller
1353,Comedy|Romance,Comedy|Romance
1354,Drama,Drama
1355,Horror|Thriller,Horror|Thriller
1356,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
1357,Drama|Romance,Drama|Romance
1358,Drama|Thriller,Drama|Thriller
1359,Adventure|Children's|Comedy,Adventure|Children's|Comedy
1360,Drama,Drama
1361,Documentary,Documentary
1362,Drama,Drama
1363,Drama,Drama
1364,Action,Action
1365,Drama,Drama
1366,Drama,Drama
1367,Children's|Comedy,Children's|Comedy
1368,Drama,Drama
1369,Drama|Thriller,Drama|Thriller
1370,Action|Thriller,Action|Thriller
1371,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
1372,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
1373,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
1374,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
1375,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
1376,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi
1377,Action|Adventure|Comedy|Crime,Action|Adventure|Comedy|Crime
1378,Action|Comedy|Western,Action|Comedy|Western
1379,Action|Comedy|Western,Action|Comedy|Western
1380,Comedy|Musical|Romance,Comedy|Musical|Romance
1381,Comedy|Musical|Romance,Comedy|Musical|Romance
1382,Action|Drama,Action|Drama
1383,Action|Sci-Fi,Action|Sci-Fi
1384,Drama,Drama
1385,Action,Action
1386,Western,Western
1387,Action|Horror,Action|Horror
1388,Action|Horror,Action|Horror
1389,Action|Horror,Action|Horror
1390,Comedy,Comedy
1391,Action|Comedy|Sci-Fi|War,Action|Comedy|Sci-Fi|War
1392,Comedy|Drama,Comedy|Drama
1393,Drama|Romance,Drama|Romance
1394,Comedy,Comedy
1395,Comedy|Drama,Comedy|Drama
1396,Crime|Drama|Sci-Fi,Crime|Drama|Sci-Fi
1397,Drama,Drama
1398,Romance|War,Romance|War
1399,Drama,Drama
1400,Drama,Drama
1401,Drama,Drama
1404,Crime|Drama,Crime|Drama
1405,Animation|Comedy,Animation|Comedy
1406,Drama,Drama
1407,Horror|Thriller,Horror|Thriller
1408,Action|Romance|War,Action|Romance|War
1409,Comedy|Romance,Comedy|Romance
1410,Comedy|Drama,Comedy|Drama
1411,Drama,Drama
1412,Drama,Drama
1413,Drama,Drama
1414,Comedy,Comedy
1415,Crime|Drama|Romance,Crime|Drama|Romance
1416,Drama|Musical,Drama|Musical
1417,Drama,Drama
1419,Drama,Drama
1420,Documentary,Documentary
1421,Documentary,Documentary
1422,Mystery|Thriller,Mystery|Thriller
1423,Drama,Drama
1424,Action,Action
1425,Comedy,Comedy
1426,Children's,Children's
1427,Thriller,Thriller
1428,Drama,Drama
1429,Action,Action
1430,Thriller,Thriller
1431,Action|Comedy,Action|Comedy
1432,Action,Action
1433,Comedy|Horror,Comedy|Horror
1434,Action,Action
1436,Comedy,Comedy
1437,Drama,Drama
1438,Action|Thriller,Action|Thriller
1439,Comedy,Comedy
1440,Comedy,Comedy
1441,Comedy|Romance,Comedy|Romance
1442,Drama,Drama
1443,Documentary,Documentary
1444,Comedy,Comedy
1445,Comedy|War,Comedy|War
1446,Comedy,Comedy
1447,Crime,Crime
1448,Documentary,Documentary
1449,Comedy,Comedy
1450,War,War
1453,Comedy|Romance,Comedy|Romance
1454,Comedy,Comedy
1455,Comedy|Romance,Comedy|Romance
1456,Comedy,Comedy
1457,Comedy|Romance,Comedy|Romance
1458,Romance,Romance
1459,Mystery|Thriller,Mystery|Thriller
1460,Children's|Comedy|Mystery,Children's|Comedy|Mystery
1461,Comedy,Comedy
1462,Documentary,Documentary
1463,Comedy|Romance,Comedy|Romance
1464,Mystery,Mystery
1465,Drama,Drama
1466,Crime|Drama,Crime|Drama
1467,Comedy|Drama,Comedy|Drama
1468,Comedy|Romance,Comedy|Romance
1470,Documentary,Documentary
1471,Drama,Drama
1472,Crime|Thriller,Crime|Thriller
1473,Action|Comedy|Crime|Drama,Action|Comedy|Crime|Drama
1474,Children's|Comedy,Children's|Comedy
1475,Romance,Romance
1476,Comedy|Drama,Comedy|Drama
1477,Romance,Romance
1479,Action|Romance|Thriller,Action|Romance|Thriller
1480,Action|Drama|Thriller,Action|Drama|Thriller
1482,Comedy|Drama,Comedy|Drama
1483,Drama|Thriller,Drama|Thriller
1484,Mystery,Mystery
1485,Comedy,Comedy
1486,Drama,Drama
1487,Drama|Musical,Drama|Musical
1488,Action|Drama|Thriller|War,Action|Drama|Thriller|War
1489,Animation|Children's|Musical,Animation|Children's|Musical
1490,Comedy,Comedy
1493,Romance,Romance
1494,Comedy,Comedy
1495,Action|Adventure|Children's,Action|Adventure|Children's
1496,Drama|Romance,Drama|Romance
1497,Action,Action
1498,Drama|Romance,Drama|Romance
1499,Action|Adventure|Thriller,Action|Adventure|Thriller
1500,Comedy|Crime,Comedy|Crime
1501,Crime,Crime
1502,Romance,Romance
1503,Comedy,Comedy
1504,Drama,Drama
1507,Drama|War,Drama|War
1508,Drama,Drama
1509,Drama,Drama
1510,Drama,Drama
1511,Comedy,Comedy
1513,Comedy,Comedy
1514,Romance,Romance
1515,Drama|Thriller,Drama|Thriller
1516,Comedy,Comedy
1517,Comedy,Comedy
1518,Action|Thriller,Action|Thriller
1519,Drama,Drama
1520,Romance,Romance
1522,Drama,Drama
1523,Action|Crime|Romance,Action|Crime|Romance
1524,Drama,Drama
1525,Action|Adventure|Children's|Fantasy,Action|Adventure|Children's|Fantasy
1526,Comedy,Comedy
1527,Action|Sci-Fi,Action|Sci-Fi
1528,Comedy,Comedy
1529,Drama,Drama
1531,Drama,Drama
1532,Comedy,Comedy
1533,Drama,Drama
1534,Drama,Drama
1535,Drama|Romance,Drama|Romance
1537,Comedy,Comedy
1538,Adventure|Children's,Adventure|Children's
1539,Comedy|Crime,Comedy|Crime
1541,Comedy|Romance,Comedy|Romance
1542,Comedy|Drama|Romance,Comedy|Drama|Romance
1543,Drama,Drama
1544,Action|Adventure|Sci-Fi|Thriller,Action|Adventure|Sci-Fi|Thriller
1545,Drama,Drama
1546,Comedy,Comedy
1547,Children's|Drama,Children's|Drama
1548,Drama,Drama
1549,Drama|Romance,Drama|Romance
1550,Comedy|Romance,Comedy|Romance
1551,Adventure|Children's|Drama,Adventure|Children's|Drama
1552,Action|Adventure|Thriller,Action|Adventure|Thriller
1553,Comedy,Comedy
1554,Drama|Romance,Drama|Romance
1555,Drama,Drama
1556,Action|Romance|Thriller,Action|Romance|Thriller
1557,Drama,Drama
1558,Comedy,Comedy
1559,Drama,Drama
1561,Comedy,Comedy
1562,Action|Adventure|Crime,Action|Adventure|Crime
1563,Drama,Drama
1564,Comedy|Romance,Comedy|Romance
1565,Comedy|Thriller,Comedy|Thriller
1566,Adventure|Animation|Children's|Comedy|Musical,Adventure|Animation|Children's|Comedy|Musical
1567,Drama,Drama
1568,Crime|Drama|Mystery,Crime|Drama|Mystery
1569,Comedy|Romance,Comedy|Romance
1570,Sci-Fi,Sci-Fi
1571,Comedy|Romance,Comedy|Romance
1572,Drama,Drama
1573,Action|Sci-Fi|Thriller,Action|Sci-Fi|Thriller
1574,Romance,Romance
1575,Drama,Drama
1577,Drama,Drama
1578,Crime,Crime
1579,Drama,Drama
1580,Action|Adventure|Comedy|Sci-Fi,Action|Adventure|Comedy|Sci-Fi
1581,Comedy,Comedy
1582,Adventure|Children's,Adventure|Children's
1583,Children's|Fantasy,Children's|Fantasy
1584,Drama|Sci-Fi,Drama|Sci-Fi
1585,Comedy,Comedy
1586,Action|Drama|War,Action|Drama|War
1587,Action|Adventure,Action|Adventure
1588,Children's|Comedy,Children's|Comedy
1589,Crime|Drama|Mystery,Crime|Drama|Mystery
1590,Action|Mystery|Sci-Fi|Thriller,Action|Mystery|Sci-Fi|Thriller
1591,Action|Adventure|Sci-Fi|Thriller,Action|Adventure|Sci-Fi|Thriller
1592,Children's|Comedy,Children's|Comedy
1593,Comedy|Romance,Comedy|Romance
1594,Drama,Drama
1595,Adventure|Children's|Drama,Adventure|Children's|Drama
1596,Drama,Drama
1597,Action|Mystery|Romance|Thriller,Action|Mystery|Romance|Thriller
1598,Crime|Drama|Thriller,Crime|Drama|Thriller
1599,Action,Action
1600,Drama|Romance,Drama|Romance
1601,Crime|Drama|Film-Noir,Crime|Drama|Film-Noir
1602,Comedy,Comedy
1603,Sci-Fi|Thriller,Sci-Fi|Thriller
1604,Action|Comedy,Action|Comedy
1605,Adventure|Romance,Adventure|Romance
1606,Action|Adventure,Action|Adventure
1608,Action|Thriller,Action|Thriller
1609,Drama,Drama
1610,Action|Thriller,Action|Thriller
1611,Drama,Drama
1612,Comedy,Comedy
1613,Drama,Drama
1614,Comedy,Comedy
1615,Adventure|Thriller,Adventure|Thriller
1616,Action|Thriller|War,Action|Thriller|War
1617,Crime|Film-Noir|Mystery|Thriller,Crime|Film-Noir|Mystery|Thriller
1619,Drama|War,Drama|War
1620,Crime|Drama|Thriller,Crime|Drama|Thriller
1621,Drama,Drama
1622,Comedy|Drama,Comedy|Drama
1623,Horror,Horror
1624,Drama,Drama
1625,Mystery|Thriller,Mystery|Thriller
1626,Action|Drama|Thriller,Action|Drama|Thriller
1627,Action|Crime|Mystery,Action|Crime|Mystery
1628,Drama,Drama
1629,Comedy|Romance,Comedy|Romance
1630,Comedy|Drama,Comedy|Drama
1631,Thriller,Thriller
1632,Comedy|Romance,Comedy|Romance
1633,Drama,Drama
1635,Drama,Drama
1636,Action|Thriller,Action|Thriller
1639,Drama|Romance,Drama|Romance
1640,Comedy,Comedy
1641,Comedy,Comedy
1642,Comedy|Drama,Comedy|Drama
1643,Drama|Romance,Drama|Romance
1644,Horror|Mystery|Thriller,Horror|Mystery|Thriller
1645,Crime|Horror|Mystery|Thriller,Crime|Horror|Mystery|Thriller
1646,Comedy,Comedy
1647,Crime|Thriller,Crime|Thriller
1648,Comedy|Drama|Thriller,Comedy|Drama|Thriller
1649,Documentary,Documentary
1650,Drama,Drama
1651,Drama,Drama
1652,Documentary,Documentary
1653,Drama|Sci-Fi|Thriller,Drama|Sci-Fi|Thriller
1654,Children's|Drama|Fantasy,Children's|Drama|Fantasy
1655,Horror,Horror
1656,Romance,Romance
1657,Documentary,Documentary
1658,Romance|Thriller,Romance|Thriller
1659,Drama,Drama
1660,Drama,Drama
1661,Thriller,Thriller
1662,Crime,Crime
1663,Comedy,Comedy
1664,Drama,Drama
1665,Comedy,Comedy
1666,Romance,Romance
1667,Action|Drama,Action|Drama
1668,Drama,Drama
1669,Romance,Romance
1670,Drama|War,Drama|War
1671,Crime,Crime
1672,Drama,Drama
1673,Drama,Drama
